src_ip,dst_ip,src_port,dst_port,protocol,duration_sec,fwd_packets,bwd_packets,total_packets,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,flow_bytes_per_sec,flow_packets_per_sec,syn_flag,ack_flag,rst_flag,fin_flag,psh_flag,label,is_attack
192.168.1.65,10.0.0.29,54826,8080,TCP,10.5026,20,8,28,180.31,50.0,400.0,14.65,480.7,2.67,1,1,0,0,0,Botnet,1
192.168.1.139,10.0.0.48,60944,8080,TCP,33.1719,5,27,32,224.97,50.0,400.0,15.84,217.02,0.96,1,1,0,0,0,Botnet,1
192.168.1.108,10.0.0.17,40867,80,ICMP,1.6174,23,17,40,481.99,223.03,740.95,129.48,11920.2,24.73,0,1,0,0,0,Normal,0
192.168.1.85,10.0.0.34,38852,22,TCP,2.2391,69,74,143,437.74,60.0,600.0,14.08,27956.33,63.86,1,1,0,1,1,Brute Force,1
192.168.1.192,10.0.0.19,60192,53,TCP,0.6181,33,6,39,763.89,544.11,983.67,109.89,48198.14,63.1,0,1,0,1,1,Normal,0
192.168.1.11,10.0.0.43,2263,4444,TCP,9.3461,293,119,412,759.97,64.0,1460.0,110.41,33501.29,44.08,1,1,0,1,1,Infiltration,1
192.168.1.179,10.0.0.33,54505,80,TCP,4.7339,82,86,168,485.1,432.94,537.27,26.08,17215.89,35.49,1,1,0,1,1,Normal,0
192.168.1.114,10.0.0.19,41411,80,TCP,42.4255,56,40,96,784.26,64.0,1460.0,87.46,1774.61,2.26,1,1,0,1,1,Infiltration,1
192.168.1.88,10.0.0.17,17722,80,TCP,3.3015,578,2,580,107.92,54.0,200.0,7.2,18959.28,175.68,1,0,0,0,0,DoS,1
192.168.1.216,10.0.0.33,17947,22,TCP,1.9691,59,115,174,251.93,40.0,515.97,132.02,22261.68,88.37,1,1,0,0,0,Normal,0
192.168.1.109,10.0.0.4,40414,53,TCP,1.9069,25,16,41,660.24,473.21,847.27,93.51,14196.06,21.5,1,1,0,1,1,Normal,0
192.168.1.167,10.0.0.2,55867,5555,TCP,50.9213,53,54,107,895.5,64.0,1460.0,53.6,1881.7,2.1,1,1,0,1,1,Infiltration,1
192.168.1.13,10.0.0.2,3148,8080,TCP,15.187,10,13,23,175.33,50.0,400.0,10.95,265.53,1.51,1,1,0,0,1,Botnet,1
192.168.1.77,10.0.0.20,29586,22,TCP,4.3583,53,78,131,428.44,330.31,526.56,49.06,12877.67,30.06,1,1,0,0,0,Normal,0
192.168.1.68,10.0.0.10,32959,80,TCP,7.4814,253,4,257,94.88,54.0,200.0,20.09,3259.5,34.35,1,0,0,0,0,DoS,1
192.168.1.55,10.0.0.42,45774,8080,TCP,3.5872,20,35,55,364.62,292.26,436.99,36.18,5590.5,15.33,0,1,0,0,0,Normal,0
192.168.1.248,10.0.0.3,27866,443,TCP,1.7476,24,37,61,281.72,128.9,434.53,76.41,9833.48,34.91,0,0,0,0,0,Normal,0
192.168.1.249,10.0.0.3,12928,53,TCP,0.4047,6,77,83,396.33,190.09,602.58,103.12,81288.27,205.1,0,1,0,1,1,Normal,0
192.168.1.185,10.0.0.39,3501,8080,TCP,3.8063,61,63,124,640.11,522.51,757.71,58.8,20852.96,32.58,0,1,0,0,1,Normal,0
192.168.1.87,10.0.0.33,65181,21,TCP,0.9835,56,29,85,475.69,60.0,600.0,12.81,41111.74,86.42,1,1,1,1,1,Brute Force,1
192.168.1.19,10.0.0.23,38494,80,TCP,2.0483,62,83,145,415.75,128.81,702.7,143.47,29431.95,70.79,0,1,0,0,1,Normal,0
192.168.1.228,10.0.0.6,53510,21,TCP,1.3698,44,31,75,414.94,60.0,600.0,35.8,22719.59,54.75,1,1,0,0,1,Brute Force,1
192.168.1.59,10.0.0.24,5752,8080,UDP,1.6163,38,4,42,638.48,384.52,892.44,126.98,16591.38,25.99,0,1,0,0,0,Normal,0
192.168.1.32,10.0.0.14,46879,8080,TCP,1.2916,85,47,132,305.83,207.86,403.8,48.98,31255.48,102.2,0,1,0,0,0,Normal,0
192.168.1.3,10.0.0.42,33488,53,TCP,0.3467,8,80,88,458.83,177.87,739.78,140.48,116465.55,253.83,0,1,0,0,1,Normal,0
192.168.1.100,10.0.0.49,25857,8080,TCP,4.6453,96,113,209,656.78,565.9,747.66,45.44,29549.33,44.99,0,1,0,1,0,Normal,0
192.168.1.152,10.0.0.7,43461,80,TCP,2.422,97,82,179,542.3,254.75,829.86,143.78,40079.75,73.91,0,1,0,1,0,Normal,0
192.168.1.209,10.0.0.8,43744,80,TCP,6.3198,30,104,134,528.59,307.69,749.5,110.45,11207.85,21.2,0,1,0,0,1,Normal,0
192.168.1.237,10.0.0.24,50627,443,UDP,0.1709,3208,5,3213,57.69,40.0,128.0,3.59,1084499.76,18798.76,1,0,0,0,0,DDoS,1
192.168.1.236,10.0.0.33,25740,8080,UDP,0.8441,92,66,158,595.71,419.85,771.57,87.93,111505.74,187.18,1,1,0,0,0,Normal,0
192.168.1.93,10.0.0.28,49154,53,TCP,1.7953,93,77,170,403.75,160.95,646.55,121.4,38232.42,94.69,1,0,0,0,1,Normal,0
192.168.1.174,10.0.0.45,7498,443,TCP,1.6466,2,33,35,371.84,118.08,625.6,126.88,7903.93,21.26,0,1,0,0,1,Normal,0
192.168.1.215,10.0.0.45,13475,443,TCP,50.8545,9,10,19,187.53,50.0,400.0,14.69,70.06,0.37,1,1,0,0,0,Botnet,1
192.168.1.237,10.0.0.41,13535,443,TCP,77.0092,6,9,15,237.13,50.0,400.0,6.38,46.19,0.19,1,1,0,0,0,Botnet,1
192.168.1.164,10.0.0.49,56104,53,TCP,0.8791,97,92,189,306.76,47.19,566.34,129.79,65955.77,215.0,0,0,0,0,1,Normal,0
192.168.1.131,10.0.0.25,20314,22,TCP,2.2107,85,13,98,250.29,117.85,382.73,66.22,11095.22,44.33,0,1,0,0,0,Normal,0
192.168.1.147,10.0.0.13,33175,80,TCP,0.6713,97,57,154,616.58,400.1,833.06,108.24,141453.6,229.42,1,1,0,1,0,Normal,0
192.168.1.71,10.0.0.29,33173,668,TCP,0.0151,1,1,2,41.87,40.0,60.0,0.88,5546.14,132.46,1,0,1,0,0,PortScan,1
192.168.1.116,10.0.0.27,10685,8080,TCP,2.4432,4,78,82,647.4,446.59,848.21,100.4,21728.2,33.56,0,0,0,0,1,Normal,0
192.168.1.46,10.0.0.33,8291,53,TCP,1.8265,98,43,141,498.03,339.95,656.1,79.04,38446.62,77.2,0,1,0,0,1,Normal,0
192.168.1.5,10.0.0.40,57339,8080,TCP,0.5804,48,3,51,244.29,80.67,407.91,81.81,21466.65,87.87,0,1,0,0,0,Normal,0
192.168.1.152,10.0.0.14,12776,80,TCP,2.4105,96,101,197,541.46,442.02,640.9,49.72,44250.51,81.72,0,1,0,1,1,Normal,0
192.168.1.162,10.0.0.48,63012,80,TCP,0.6738,81,114,195,375.06,101.49,648.63,136.78,108534.96,289.38,0,1,0,1,0,Normal,0
192.168.1.66,10.0.0.5,3004,22,TCP,2.0338,38,36,74,433.94,60.0,600.0,29.05,15789.28,36.39,1,1,1,0,1,Brute Force,1
192.168.1.30,10.0.0.20,31704,80,TCP,6.1256,26,5,31,612.75,478.09,747.41,67.33,3100.98,5.06,0,1,0,1,0,Normal,0
192.168.1.221,10.0.0.11,23689,443,TCP,0.2133,3068,1,3069,62.9,40.0,128.0,9.27,905155.7,14389.96,1,0,0,0,0,DDoS,1
192.168.1.69,10.0.0.46,39235,22,TCP,1.2998,2,110,112,435.92,142.55,729.28,146.68,37560.75,86.17,0,1,0,0,1,Normal,0
192.168.1.10,10.0.0.11,21599,8080,TCP,8.5988,33,84,117,388.22,92.05,684.39,148.09,5282.38,13.61,0,0,0,0,1,Normal,0
192.168.1.77,10.0.0.6,52668,8080,TCP,90.3089,7,9,16,171.0,50.0,400.0,19.47,30.3,0.18,1,1,0,0,1,Botnet,1
192.168.1.54,10.0.0.19,59557,53,UDP,4.9729,98,20,118,425.26,142.67,707.86,141.3,10090.82,23.73,0,1,0,0,0,Normal,0
192.168.1.16,10.0.0.37,37009,3389,TCP,1.5279,48,56,104,381.48,60.0,600.0,34.4,25965.74,68.07,1,1,1,0,1,Brute Force,1
192.168.1.145,10.0.0.31,29762,80,TCP,1.1326,74,82,156,438.56,173.38,703.74,132.59,60403.28,137.73,0,1,0,1,1,Normal,0
192.168.1.132,10.0.0.29,57255,53,ICMP,1.3401,48,81,129,538.01,410.99,665.03,63.51,51791.17,96.26,0,1,0,1,1,Normal,0
192.168.1.91,10.0.0.5,11628,538,TCP,0.0127,2,0,2,45.29,40.0,60.0,2.17,7136.18,157.56,1,0,1,0,0,PortScan,1
192.168.1.209,10.0.0.43,48414,22,TCP,0.8523,75,37,112,441.45,363.87,519.03,38.79,58012.88,131.42,0,0,0,0,0,Normal,0
192.168.1.144,10.0.0.22,15935,6667,TCP,33.9696,23,26,49,204.0,50.0,400.0,19.14,294.27,1.44,1,1,0,0,0,Botnet,1
192.168.1.45,10.0.0.23,1058,53,UDP,6.8803,17,46,63,518.21,227.57,808.85,145.32,4745.02,9.16,0,1,0,0,0,Normal,0
192.168.1.57,10.0.0.23,11728,8080,TCP,118.4484,17,28,45,214.08,50.0,400.0,6.66,81.33,0.38,1,1,0,0,0,Botnet,1
192.168.1.233,10.0.0.15,26811,8080,TCP,0.1034,82,40,122,409.66,151.63,667.69,129.02,483578.21,1180.44,0,1,0,0,1,Normal,0
192.168.1.19,10.0.0.37,27389,22,UDP,0.1215,79,75,154,446.9,183.47,710.33,131.72,566631.76,1267.91,0,1,0,0,0,Normal,0
192.168.1.88,10.0.0.18,19738,80,TCP,1.7138,1021,2,1023,119.19,54.0,200.0,23.79,71149.19,596.94,1,0,0,0,0,DoS,1
192.168.1.9,10.0.0.31,27005,18,TCP,0.0127,2,1,3,49.0,40.0,60.0,4.97,11537.0,235.44,1,0,1,0,0,PortScan,1
192.168.1.142,10.0.0.42,48559,8080,TCP,32.5082,6,25,31,197.04,50.0,400.0,14.69,187.89,0.95,1,1,0,0,0,Botnet,1
192.168.1.116,10.0.0.34,47264,22,TCP,1.0498,23,42,65,287.43,60.0,600.0,15.1,17796.74,61.92,1,1,1,0,1,Brute Force,1
192.168.1.113,10.0.0.7,16160,6667,TCP,47.8724,7,6,13,201.96,50.0,400.0,7.1,54.84,0.27,1,1,0,0,0,Botnet,1
192.168.1.43,10.0.0.31,11660,80,TCP,2.4731,3,73,76,543.76,369.06,718.45,87.35,16709.93,30.73,1,1,0,0,0,Normal,0
192.168.1.241,10.0.0.31,63999,8080,TCP,4.7,26,5,31,507.96,354.77,661.14,76.59,3350.35,6.6,0,1,0,0,0,Normal,0
192.168.1.76,10.0.0.16,32619,53,TCP,0.6893,98,43,141,647.04,437.6,856.48,104.72,132358.63,204.56,1,1,0,0,0,Normal,0
192.168.1.84,10.0.0.10,35152,443,TCP,1.7336,15,114,129,321.73,250.76,392.7,35.49,23940.51,74.41,0,1,0,0,0,Normal,0
192.168.1.15,10.0.0.10,6072,80,UDP,2.1802,42,110,152,571.71,326.15,817.27,122.78,39859.07,69.72,1,1,0,1,1,Normal,0
192.168.1.40,10.0.0.22,28677,80,TCP,2.922,90,83,173,504.7,357.89,651.52,73.41,29881.34,59.21,0,1,0,1,0,Normal,0
192.168.1.16,10.0.0.15,59159,80,TCP,10.7448,93,45,138,558.02,458.27,657.77,49.87,7166.89,12.84,1,0,0,0,0,Normal,0
192.168.1.26,10.0.0.24,11556,80,TCP,1.8615,414,0,414,84.73,54.0,200.0,20.14,18844.14,222.4,1,0,0,0,0,DoS,1
192.168.1.50,10.0.0.31,24251,8080,TCP,2.4404,65,117,182,617.64,516.5,718.77,50.57,46062.36,74.58,0,1,0,1,1,Normal,0
192.168.1.27,10.0.0.44,9306,22,UDP,4.1694,18,9,27,419.76,335.42,504.1,42.17,2718.3,6.48,0,1,0,0,1,Normal,0
192.168.1.240,10.0.0.13,35381,443,TCP,4.8335,16,119,135,495.36,263.74,726.98,115.81,13835.38,27.93,0,1,0,1,1,Normal,0
192.168.1.233,10.0.0.47,35957,22,TCP,2.5628,21,33,54,292.56,60.0,600.0,29.2,6164.43,21.07,1,1,0,1,1,Brute Force,1
192.168.1.249,10.0.0.25,36494,80,TCP,7.6837,333,1,334,92.04,54.0,200.0,24.42,4000.74,43.47,1,0,0,0,0,DoS,1
192.168.1.147,10.0.0.44,5292,80,TCP,0.1704,4522,6,4528,73.62,40.0,128.0,3.39,1955889.63,26565.93,1,0,1,0,0,DDoS,1
192.168.1.213,10.0.0.27,28145,53,UDP,0.614,81,30,111,299.2,153.23,445.17,72.99,54091.22,180.79,1,1,0,1,1,Normal,0
192.168.1.201,10.0.0.44,65353,80,TCP,0.5882,8,82,90,418.14,294.58,541.7,61.78,63980.31,153.01,0,1,0,0,0,Normal,0
192.168.1.148,10.0.0.28,35217,22,TCP,1.847,86,46,132,585.47,330.55,840.38,127.46,41842.71,71.47,0,1,0,1,0,Normal,0
192.168.1.147,10.0.0.21,58414,80,UDP,0.4736,24,117,141,399.07,336.36,461.77,31.35,118819.11,297.74,1,1,0,0,0,Normal,0
192.168.1.110,10.0.0.18,21517,53,TCP,2.2081,56,58,114,569.61,365.53,773.7,102.04,29408.34,51.63,1,1,0,0,1,Normal,0
192.168.1.224,10.0.0.26,26224,443,TCP,2.2994,77,118,195,314.06,40.0,589.82,137.88,26634.19,84.8,0,1,0,0,0,Normal,0
192.168.1.117,10.0.0.6,4011,80,TCP,4.4501,24,89,113,303.0,107.27,498.72,97.86,7693.88,25.39,0,0,0,0,1,Normal,0
192.168.1.63,10.0.0.19,13574,199,TCP,0.0079,2,0,2,43.16,40.0,60.0,3.49,10952.06,253.78,1,0,0,0,0,PortScan,1
192.168.1.47,10.0.0.35,6345,451,TCP,0.039,1,0,1,43.09,40.0,60.0,0.12,1105.77,25.66,1,0,0,0,0,PortScan,1
192.168.1.127,10.0.0.42,25209,443,TCP,8.6286,16,98,114,661.89,448.99,874.79,106.45,8744.86,13.21,0,1,0,0,1,Normal,0
192.168.1.98,10.0.0.37,47414,8080,TCP,5.1182,66,92,158,475.52,427.77,523.26,23.87,14679.27,30.87,0,0,0,0,1,Normal,0
192.168.1.104,10.0.0.30,3449,53,UDP,3.9394,75,53,128,284.56,155.39,413.73,64.59,9245.95,32.49,0,1,0,0,1,Normal,0
192.168.1.57,10.0.0.27,54277,8080,TCP,3.5384,72,38,110,536.92,348.89,724.96,94.02,16691.63,31.09,0,1,0,0,0,Normal,0
192.168.1.72,10.0.0.13,33343,883,TCP,0.0097,1,1,2,43.69,40.0,60.0,1.41,9053.82,207.25,1,0,0,0,0,PortScan,1
192.168.1.26,10.0.0.13,32179,80,TCP,6.2691,92,110,202,459.42,310.58,608.26,74.42,14803.26,32.22,0,0,0,1,1,Normal,0
192.168.1.187,10.0.0.14,21502,80,TCP,1.0145,324,0,324,102.86,54.0,200.0,20.82,32851.79,319.38,1,0,0,0,0,DoS,1
192.168.1.17,10.0.0.38,16294,80,TCP,1.4919,71,13,84,606.16,435.45,776.86,85.35,34129.28,56.3,0,1,0,1,1,Normal,0
192.168.1.209,10.0.0.43,13164,4444,TCP,46.5556,105,172,277,992.92,64.0,1460.0,60.91,5907.76,5.95,1,1,0,1,1,Infiltration,1
192.168.1.194,10.0.0.30,46817,443,TCP,1.4758,9,36,45,536.94,472.31,601.58,32.32,16372.39,30.49,0,1,0,0,0,Normal,0
192.168.1.175,10.0.0.33,36224,3389,TCP,1.096,43,16,59,359.47,60.0,600.0,25.1,19350.3,53.83,1,1,1,1,1,Brute Force,1
192.168.1.11,10.0.0.41,46931,80,TCP,4.7722,98,58,156,467.58,305.04,630.11,81.27,15284.63,32.69,0,1,0,0,1,Normal,0
192.168.1.3,10.0.0.15,59680,443,TCP,0.4009,4188,2,4190,56.11,40.0,128.0,3.05,586416.68,10451.59,1,0,0,0,0,DDoS,1
192.168.1.226,10.0.0.30,10604,53,TCP,2.1577,58,59,117,494.05,270.69,717.41,111.68,26789.49,54.22,0,1,0,0,1,Normal,0
192.168.1.3,10.0.0.23,9647,8080,TCP,3.3871,85,23,108,432.18,362.14,502.23,35.02,13780.38,31.89,0,1,0,0,1,Normal,0
192.168.1.20,10.0.0.12,43211,228,TCP,0.0469,1,0,1,42.39,40.0,60.0,2.3,903.19,21.31,1,0,1,0,0,PortScan,1
192.168.1.9,10.0.0.17,62371,619,TCP,0.0093,2,0,2,49.31,40.0,60.0,0.42,10607.65,215.13,1,0,0,0,0,PortScan,1
192.168.1.28,10.0.0.32,38822,8080,TCP,61.2614,25,24,49,222.39,50.0,400.0,15.31,177.88,0.8,1,1,0,0,1,Botnet,1
192.168.1.14,10.0.0.45,35750,443,TCP,0.02,1692,1,1693,56.91,40.0,128.0,5.87,4809053.71,84499.81,1,0,0,0,0,DDoS,1
192.168.1.20,10.0.0.39,31577,3389,TCP,1.2204,65,54,119,445.6,60.0,600.0,22.29,43451.7,97.51,1,1,0,0,1,Brute Force,1
192.168.1.75,10.0.0.44,29349,80,UDP,1.5619,34,90,124,531.21,307.4,755.02,111.9,42172.17,79.39,0,1,0,0,0,Normal,0
192.168.1.92,10.0.0.22,8110,8080,TCP,1.7257,15,22,37,415.29,248.21,582.37,83.54,8903.9,21.44,0,1,0,1,0,Normal,0
192.168.1.68,10.0.0.34,12811,22,UDP,0.7235,52,36,88,430.75,377.62,483.87,26.56,52392.25,121.63,0,1,0,1,1,Normal,0
192.168.1.237,10.0.0.31,18515,80,TCP,0.0384,2111,0,2111,51.97,40.0,128.0,4.83,2855579.6,54947.44,1,0,0,0,0,DDoS,1
192.168.1.53,10.0.0.40,14937,53,TCP,5.3339,11,35,46,640.66,353.84,927.48,143.41,5525.07,8.62,0,1,0,1,0,Normal,0
192.168.1.241,10.0.0.43,6499,443,TCP,0.5105,75,108,183,484.42,400.98,567.87,41.72,173641.85,358.45,0,1,0,0,1,Normal,0
192.168.1.223,10.0.0.13,44703,80,TCP,0.0716,1324,9,1333,72.03,40.0,128.0,5.52,1340074.78,18605.01,1,0,0,0,0,DDoS,1
192.168.1.132,10.0.0.20,47331,22,TCP,1.05,64,34,98,377.03,60.0,600.0,39.26,35190.77,93.34,1,1,0,1,1,Brute Force,1
192.168.1.152,10.0.0.42,59984,80,UDP,1.2666,3,16,19,329.54,179.7,479.38,74.92,4943.53,15.0,0,1,0,0,0,Normal,0
192.168.1.175,10.0.0.5,25311,53,TCP,9.6426,57,103,160,527.95,235.67,820.23,146.14,8760.24,16.59,0,1,0,0,0,Normal,0
192.168.1.175,10.0.0.25,10073,22,TCP,5.2437,89,47,136,488.98,267.84,710.11,110.57,12682.12,25.94,1,1,0,0,1,Normal,0
192.168.1.76,10.0.0.30,59080,53,UDP,2.075,74,9,83,309.51,196.45,422.58,56.53,12380.5,40.0,0,1,0,0,1,Normal,0
192.168.1.141,10.0.0.45,9477,8080,UDP,0.1974,80,14,94,661.63,558.1,765.16,51.77,315033.45,476.15,0,1,0,0,1,Normal,0
192.168.1.146,10.0.0.32,20624,443,TCP,0.2391,1040,7,1047,55.18,40.0,128.0,7.63,241674.05,4379.61,1,0,0,0,0,DDoS,1
192.168.1.81,10.0.0.23,38952,443,TCP,0.1112,1464,9,1473,61.18,40.0,128.0,7.28,810538.35,13249.3,1,0,0,0,0,DDoS,1
192.168.1.174,10.0.0.14,15407,80,TCP,6.2986,890,4,894,80.27,54.0,200.0,14.57,11392.74,141.94,1,0,0,0,0,DoS,1
192.168.1.117,10.0.0.29,13531,443,TCP,1.0511,11,114,125,649.83,592.11,707.54,28.86,77281.68,118.93,0,1,0,0,0,Normal,0
192.168.1.50,10.0.0.35,23545,22,TCP,1.0151,75,48,123,412.53,60.0,600.0,35.18,49985.91,121.17,1,1,0,0,1,Brute Force,1
192.168.1.223,10.0.0.32,35359,22,TCP,0.196,73,22,95,370.53,161.15,579.91,104.69,179559.21,484.6,0,0,0,0,1,Normal,0
192.168.1.41,10.0.0.17,63415,8080,UDP,7.7418,62,37,99,553.82,449.96,657.67,51.93,7082.08,12.79,0,0,0,0,1,Normal,0
192.168.1.8,10.0.0.39,33988,3389,TCP,1.9957,43,57,100,301.92,60.0,600.0,11.33,15128.66,50.11,1,1,1,0,1,Brute Force,1
192.168.1.92,10.0.0.38,18470,53,TCP,0.2645,99,55,154,483.41,189.27,777.56,147.07,281433.19,582.18,0,1,0,1,0,Normal,0
192.168.1.135,10.0.0.22,63784,443,TCP,1.8557,54,73,127,371.94,215.97,527.92,77.99,25455.33,68.44,1,1,0,1,1,Normal,0
192.168.1.198,10.0.0.2,7618,443,TCP,18.4502,20,27,47,168.2,50.0,400.0,9.52,428.48,2.55,1,1,0,0,0,Botnet,1
192.168.1.110,10.0.0.12,43806,22,TCP,1.0103,63,20,83,452.82,170.07,735.57,141.38,37199.45,82.15,0,1,0,0,1,Normal,0
192.168.1.107,10.0.0.20,51912,80,TCP,2.5529,335,3,338,121.52,54.0,200.0,9.91,16089.25,132.4,1,0,0,0,0,DoS,1
192.168.1.154,10.0.0.41,55219,8080,TCP,0.8106,69,88,157,476.55,352.04,601.05,62.25,92295.5,193.68,0,1,0,1,0,Normal,0
192.168.1.239,10.0.0.32,65372,80,TCP,1.9138,1161,3,1164,114.76,54.0,200.0,23.93,69800.51,608.21,1,0,0,0,0,DoS,1
192.168.1.139,10.0.0.14,21540,80,TCP,3.6273,89,77,166,680.09,408.95,951.23,135.57,31124.01,45.76,0,1,0,1,0,Normal,0
192.168.1.87,10.0.0.4,33424,22,UDP,3.6939,31,73,104,658.68,422.24,895.12,118.22,18544.64,28.15,1,1,0,1,1,Normal,0
192.168.1.156,10.0.0.11,31757,443,UDP,0.03,3597,4,3601,62.3,40.0,128.0,8.39,7485450.5,120143.52,1,0,0,0,0,DDoS,1
192.168.1.71,10.0.0.24,45422,22,TCP,8.1947,67,117,184,300.82,40.0,566.68,132.93,6754.42,22.45,0,1,0,1,1,Normal,0
192.168.1.50,10.0.0.31,29524,53,TCP,0.5476,59,35,94,465.89,174.37,757.4,145.76,79966.4,171.64,0,1,0,1,0,Normal,0
192.168.1.14,10.0.0.35,12206,8080,TCP,2.2098,12,64,76,441.85,383.06,500.64,29.4,15196.41,34.39,1,1,0,1,0,Normal,0
192.168.1.203,10.0.0.23,15056,53,UDP,1.0144,49,104,153,595.18,419.37,770.98,87.9,89772.92,150.83,0,0,0,0,0,Normal,0
192.168.1.82,10.0.0.44,28646,443,UDP,2.5892,16,52,68,375.37,103.98,646.76,135.69,9858.25,26.26,0,1,0,1,0,Normal,0
192.168.1.165,10.0.0.46,2141,22,TCP,1.7647,58,86,144,416.97,207.06,626.88,104.96,34024.15,81.6,0,1,0,0,1,Normal,0
192.168.1.4,10.0.0.5,59095,776,TCP,0.0255,1,1,2,40.0,40.0,60.0,4.65,2534.05,78.31,1,0,1,0,0,PortScan,1
192.168.1.70,10.0.0.36,44686,80,TCP,3.9428,62,44,106,519.99,275.67,764.31,122.16,13979.68,26.88,0,1,0,1,0,Normal,0
192.168.1.112,10.0.0.15,46979,22,TCP,4.0714,22,116,138,376.31,234.05,518.58,71.13,12755.23,33.9,0,1,0,0,0,Normal,0
192.168.1.85,10.0.0.6,55080,8080,TCP,8.9688,33,96,129,541.41,413.37,669.44,64.02,7787.18,14.38,0,1,0,1,1,Normal,0
192.168.1.48,10.0.0.37,34208,8080,TCP,4.4886,53,73,126,590.78,494.73,686.83,48.03,16583.84,28.07,0,1,0,0,1,Normal,0
192.168.1.33,10.0.0.49,2266,177,TCP,0.0137,2,0,2,41.37,40.0,60.0,0.57,6055.27,146.38,1,0,1,0,0,PortScan,1
192.168.1.50,10.0.0.47,9561,8080,TCP,0.3576,97,106,203,630.48,587.72,673.25,21.38,357951.42,567.74,1,1,0,0,1,Normal,0
192.168.1.153,10.0.0.32,52201,80,TCP,28.433,86,139,225,658.72,64.0,1460.0,99.72,5212.68,7.91,1,1,0,1,1,Infiltration,1
192.168.1.155,10.0.0.42,32511,443,TCP,4.4999,93,98,191,627.05,421.47,832.62,102.79,26615.05,42.45,0,1,0,1,1,Normal,0
192.168.1.141,10.0.0.38,33404,80,TCP,3.1604,1101,4,1105,132.61,54.0,200.0,13.09,46366.33,349.64,1,0,0,0,0,DoS,1
192.168.1.148,10.0.0.14,56136,53,TCP,2.7473,86,97,183,608.51,441.6,775.42,83.46,40532.8,66.61,0,1,0,0,0,Normal,0
192.168.1.216,10.0.0.29,20970,8080,TCP,18.7152,24,5,29,238.33,50.0,400.0,17.54,369.3,1.55,1,1,0,0,0,Botnet,1
192.168.1.77,10.0.0.24,65243,443,UDP,0.3963,1965,1,1966,60.76,40.0,128.0,6.38,301441.78,4960.91,1,0,0,0,0,DDoS,1
192.168.1.206,10.0.0.35,40796,53,TCP,5.4292,93,31,124,459.59,324.85,594.33,67.37,10496.72,22.84,1,1,0,0,1,Normal,0
192.168.1.228,10.0.0.20,42198,443,TCP,10.368,59,45,104,414.79,155.18,674.39,129.8,4160.64,10.03,1,1,0,1,0,Normal,0
192.168.1.62,10.0.0.41,25712,80,TCP,3.9608,16,108,124,444.5,363.59,525.41,40.45,13915.78,31.31,0,1,0,0,0,Normal,0
192.168.1.94,10.0.0.9,48464,758,TCP,0.0213,2,0,2,49.65,40.0,60.0,1.21,4655.09,93.76,1,0,0,0,0,PortScan,1
192.168.1.65,10.0.0.42,7703,443,TCP,0.1637,93,35,128,492.64,371.96,613.32,60.34,385275.28,782.06,0,1,0,0,0,Normal,0
192.168.1.175,10.0.0.35,21687,53,TCP,0.2067,51,62,113,514.48,330.98,697.98,91.75,281229.65,546.63,1,0,0,0,1,Normal,0
192.168.1.31,10.0.0.40,9195,80,TCP,2.5838,991,2,993,110.69,54.0,200.0,12.11,42538.44,384.32,1,0,0,0,0,DoS,1
192.168.1.77,10.0.0.11,1939,22,TCP,0.7684,26,42,68,336.08,230.69,441.46,52.69,29742.73,88.5,0,1,0,1,0,Normal,0
192.168.1.86,10.0.0.44,7478,904,TCP,0.0286,1,1,2,42.96,40.0,60.0,4.35,3007.76,70.01,1,0,1,0,0,PortScan,1
192.168.1.156,10.0.0.15,17375,80,TCP,16.7003,675,3,678,125.19,54.0,200.0,11.01,5082.44,40.6,1,0,0,0,0,DoS,1
192.168.1.131,10.0.0.32,60859,443,UDP,0.1409,593,9,602,72.01,40.0,128.0,1.31,307774.03,4273.96,1,0,1,0,0,DDoS,1
192.168.1.225,10.0.0.39,46527,443,TCP,94.132,29,20,49,158.42,50.0,400.0,15.7,82.46,0.52,1,1,0,0,0,Botnet,1
192.168.1.109,10.0.0.33,35937,8080,TCP,1.0135,63,4,67,514.35,237.61,791.08,138.37,34003.15,66.11,0,1,0,1,0,Normal,0
192.168.1.220,10.0.0.20,39323,8080,TCP,0.5453,32,11,43,434.19,351.83,516.55,41.18,34238.86,78.86,0,1,0,0,1,Normal,0
192.168.1.236,10.0.0.40,17671,22,TCP,4.4082,10,48,58,548.25,498.01,598.49,25.12,7213.44,13.16,1,1,0,0,0,Normal,0
192.168.1.17,10.0.0.21,20534,8080,TCP,7.7204,61,42,103,359.75,150.57,568.94,104.59,4799.55,13.34,0,1,0,0,1,Normal,0
192.168.1.22,10.0.0.20,20438,80,TCP,3.6076,174,1,175,73.5,54.0,200.0,23.62,3565.55,48.51,1,0,0,0,0,DoS,1
192.168.1.212,10.0.0.9,26618,663,TCP,0.0081,1,0,1,43.07,40.0,60.0,4.48,5340.92,124.0,1,0,1,0,0,PortScan,1
192.168.1.77,10.0.0.33,44869,22,TCP,2.0112,65,37,102,308.57,40.0,581.44,136.43,15649.35,50.72,0,1,0,0,1,Normal,0
192.168.1.174,10.0.0.34,32468,80,TCP,10.8358,66,112,178,375.56,151.24,599.88,112.16,6169.36,16.43,0,1,0,0,1,Normal,0
